id,email_body,expected_result
1524,"Can you give me an estimate for these specifications?",yes
1525,"Reminder: Complete your self-assessment by Friday",no
1526,"What kind of investment are we looking at for this project?",yes
1527,"FYI - Updated holiday schedule for upcoming year",no
1528,"Need to understand pricing options before client meeting",yes
1529,"Anyone interested in volunteering for community service day?",no
1530,"Just wondering what the financial picture might look like",yes
1531,"Office supplies: New ordering procedure effective next month",no
1532,"Could you provide some rough numbers for planning purposes?",yes
1533,"Reminder: Department photo rescheduled for Thursday at 2pm",no
1534,"Need pricing details for potential upgrade - exploring options",yes
1535,"Lost and found: Umbrella left in main lobby yesterday",no
1536,"What would be your best price for this quantity?",yes
1537,"FWD: Interesting article about industry innovations",no
1538,"Just need a ballpark figure to take to my manager",yes
1539,"Building maintenance: Window cleaning scheduled for Friday",no
1540,"Need to know approximate cost for these requirements",yes
1541,"Anyone have recommendations for client gift ideas?",no
1542,"Can you help me understand the pricing structure?",yes
1543,"Reminder: Submit your vacation requests for holiday season",no
1544,"What kind of numbers are we looking at for this implementation?",yes
1545,"FYI - New vending machine options in break room",no
1546,"Need rough estimate for budget planning meeting",yes
1547,"Please remember to lock conference rooms after use",no
1548,"Just trying to get a sense of what this might cost us",yes
1549,"Office event: Company picnic details and RSVP information",no
1550,"Could you provide pricing information for the options discussed?",yes
1551,"Reminder: Update your emergency contact information",no
1552,"Need to understand financial implications before proceeding",yes
1553,"Anyone interested in lunch order from new Thai place?",no
1554,"What would the cost be for expedited delivery option?",yes
1555,"FYI - Updated parking permit procedures attached",no
1556,"Just need some rough pricing for planning purposes",yes
1557,"Building access: Weekend work requires security notification",no
1558,"Need formal quotation for client proposal - deadline Friday",yes
1559,"Free donuts in break room - courtesy of marketing team",no
1560,"Can you give me a ballpark figure for these components?",yes
1561,"Reminder: Complete mandatory security awareness training",no
1562,"What kind of investment would this implementation require?",yes
1563,"Lost and found: Car keys with remote found in parking lot",no
1564,"Need pricing options for different service levels",yes
1565,"FWD: Interesting customer success story you might appreciate",no
1566,"Just wondering what the damage might be for this order",yes
1567,"Office closure: Labor Day weekend schedule",no
1568,"Could you provide some cost estimates when you get a chance?",yes
1569,"Anyone have a spare phone charger I can borrow for meeting?",no
1570,"Need to know approximate pricing for budget planning",yes
1571,"Reminder: Department lunch scheduled for tomorrow",no
1572,"What would the numbers look like for this project scope?",yes
1573,"FYI - New coffee selection in break room - please vote",no
1574,"Just need a rough idea of costs for my presentation",yes
1575,"Building maintenance: Elevator testing this weekend",no
1576,"Need pricing details for potential client opportunity",yes
1577,"Please clean up after yourself in kitchen and break areas",no
1578,"Can you help me understand what this solution might cost?",yes
1579,"Reminder: Submit your timesheet before end of day",no
1580,"What kind of price point are we looking at here?",yes
1581,"FWD: Important industry regulation update",no
1582,"Need rough estimate for these specifications by tomorrow",yes
1583,"Office move: Updated timeline and packing instructions",no
1584,"Just trying to get a sense of the financial commitment",yes
1585,"Anyone interested in fantasy football league this season?",no
1586,"Could you provide a cost breakdown for the different packages?",yes
1587,"Reminder: Clean out refrigerator items before weekend",no
1588,"Need formal quotation for capital expenditure approval",yes
1589,"Building security: New visitor check-in process starts Monday",no
1590,"What would it cost to get this implemented by year-end?",yes
1591,"FYI - Updated emergency contact procedures",no
1592,"Just need some ballpark figures for planning meeting",yes
1593,"Lost and found: Glasses case found in conference room B",no
1594,"Need to understand pricing structure before next steps",yes
1595,"Anyone have recommendations for team lunch options?",no
1596,"Can you give me an idea of what these might run us?",yes
1597,"Reminder: Department photo scheduled for tomorrow at 10am",no
1598,"What kind of investment are we looking at for this upgrade?",yes
1599,"FWD: Interesting webinar opportunity next week",no
1600,"Need pricing information for potential order - customer inquiry",yes
1601,"Office supplies: New ordering procedure effective next month",no
1602,"Just wondering what the cost might be for rush delivery",yes
1603,"Building maintenance: Plumbing work scheduled for weekend",no
1604,"Could you provide some rough numbers for these specifications?",yes
1605,"Reminder: Submit health insurance enrollment forms by Friday",no
1606,"Need to know approximate cost for these components",yes
1607,"Free pizza in break room - leftovers from client meeting",no
1608,"What would the financial picture look like for this project?",yes
1609,"FYI - New recycling guidelines posted in break rooms",no
1610,"Just need a ballpark figure for budget planning purposes",yes
1611,"Anyone have a spare notebook I can borrow for meeting?",no
1612,"Need pricing details for the options we discussed yesterday",yes
1613,"Office event: Holiday party details and RSVP information",no
1614,"Can you help me understand what this implementation might cost?",yes
1615,"Reminder: Return borrowed equipment to IT department",no
1616,"What kind of numbers are we looking at for this order?",yes
1617,"Building access: Card readers being upgraded this weekend",no
1618,"Need rough estimate for these requirements - planning phase",yes
1619,"Please remember to clean up conference rooms after meetings",no
1620,"Just trying to get a sense of what this might cost us",yes
1621,"FWD: Important industry certification information",no
1622,"Could you provide pricing options for the different tiers?",yes
1623,"Reminder: Complete your self-assessment by Friday",no
1624,"Need to understand financial implications before proceeding",yes
1625,"Lost and found: Water bottle left in main conference room",no
1626,"Quick question - what would those parts cost if we ordered 200 instead of 100?",yes
1627,"Reminder: Team building event this Friday - bring comfortable shoes",no
1628,"Need pricing breakdown for Henderson project components ASAP",yes
1629,"Can someone please water the office plants while I'm on vacation?",no
1630,"Just wondering what kind of hit our budget would take for these upgrades",yes
1631,"FYI - Parking validation system will be down tomorrow morning",no
1632,"Could you ballpark what it would cost to add those features we discussed?",yes
1633,"Anyone interested in contributing to Maria's baby shower gift?",no
1634,"Need rough numbers for the CFO meeting tomorrow - nothing fancy",yes
1635,"Heads up - building fire alarm test scheduled for Wednesday at 10am",no
1636,"What's your best price on those industrial sensors we saw at the trade show?",yes
1637,"Please remember to submit your timesheet before leaving today",no
1638,"Just need a quick price check on replacement parts for Unit B",yes
1639,"Free leftover sandwiches in kitchen from client meeting",no
1640,"Formal quotation request: Project Evergreen components (ref #EG-2023-78)",yes
1641,"Has anyone seen my blue water bottle? Left it somewhere yesterday.",no
1642,"Can you give me an idea what implementing this solution might run us?",yes
1643,"Office closure notification: Memorial Day weekend schedule",no
1644,"Need to understand cost implications before presenting to management",yes
1645,"Reminder: Please clean microwave after use - getting complaints",no
1646,"What would the damage be if we went with the premium package?",yes
1647,"Anyone have a spare iPhone charger I can borrow for the afternoon?",no
1648,"RFQ: Formal pricing needed for capital expenditure approval",yes
1649,"FYI - New coffee machine instructions posted in break room",no
1650,"Just trying to get a sense of what these components might cost",yes
1651,"Building maintenance: Water shutdown scheduled for Saturday",no
1652,"Need pricing options for both standard and rush delivery",yes
1653,"Happy hour this Thursday at Riverside Grill - all welcome!",no
1654,"Could you send over some rough numbers for budgeting purposes?",yes
1655,"Reminder: Update your direct deposit information by Friday",no
1656,"What kind of investment are we looking at for this equipment?",yes
1657,"Lost and found: Black umbrella in conference room C",no
1658,"Need cost estimate for client proposal due next week",yes
1659,"Please remember to lock doors when leaving after hours",no
1660,"Just wondering what the price point would be for this quantity",yes
1661,"FYI - Updated holiday schedule posted on intranet",no
1662,"Can you help me understand the financial commitment here?",yes
1663,"Office supplies inventory - please submit your requirements",no
1664,"Need ballpark figure for these specs by end of day if possible",yes
1665,"Anyone interested in joining the company softball team?",no
1666,"What would it cost to expedite delivery on this order?",yes
1667,"Reminder: Mandatory safety training this Wednesday at 2pm",no
1668,"Just need some rough pricing to take to my committee",yes
1669,"Building access: Card readers being upgraded this weekend",no
1670,"Formal request for detailed quotation - Project Falcon",yes
1671,"Free donuts in break room - courtesy of sales team",no
1672,"Could you provide cost estimates for the different options?",yes
1673,"FWD: Interesting article about industry trends",no
1674,"Need to know approximate cost for these components by Thursday",yes
1675,"Please welcome our new team member, Alex Johnson!",no
1676,"What would the numbers look like if we doubled our order?",yes
1677,"Reminder: Clean up after yourself in the kitchen area",no
1678,"Just trying to get a handle on potential costs for this project",yes
1679,"Office temperature issues - facilities team is investigating",no
1680,"Need pricing info ASAP for budget approval meeting",yes
1681,"Anyone have recommendations for lunch spots near new office?",no
1682,"Can you give me a rough estimate for planning purposes?",yes
1683,"FYI - Elevator maintenance scheduled for this weekend",no
1684,"What's the price tag on implementing that solution we discussed?",yes
1685,"Team photo scheduled for next Wednesday - wear company shirts",no
1686,"Need to understand financial implications of switching to your service",yes
1687,"Has anyone seen the first aid kit from conference room C?",no
1688,"Just need some ballpark figures to take to my manager",yes
1689,"Reminder: Submit your vacation requests for summer",no
1690,"Could you help me understand what this might cost us?",yes
1691,"FYI - New security badges will be issued next month",no
1692,"Need pricing options for different service level tiers",yes
1693,"Anyone interested in carpooling from the west side?",no
1694,"What would the numbers look like if we went with the premium option?",yes
1695,"Reminder: Quarterly town hall meeting this Friday",no
1696,"Just trying to get a sense of what this implementation might run us",yes
1697,"Building management: Fire alarm testing scheduled for Wednesday",no
1698,"Need rough pricing for budget planning purposes - nothing formal yet",yes
1699,"Free flu shots available next Tuesday in conference room C",no
1700,"Can you provide cost estimate for the specs we sent over?",yes
1701,"Please remember to log your customer interactions in CRM",no
1702,"Just wondering what kind of investment we're looking at here",yes
1703,"FYI - New vending machine options in south building",no
1704,"Need to understand pricing structure before moving forward",yes
1705,"Anyone have a spare HDMI adapter I can borrow for presentation?",no
1706,"What's the damage going to be for this custom order?",yes
1707,"Reminder: Update your photo for new company directory",no
1708,"Could you shoot me over some rough numbers when you get a chance?",yes
1709,"Office closure: Independence Day weekend schedule",no
1710,"Need pricing details for client meeting tomorrow afternoon",yes
1711,"Anyone interested in lunch order from Chipotle today?",no
1712,"Just trying to get a sense of what this might run us",yes
1713,"FYI - Air conditioning maintenance scheduled for Friday",no
1714,"What would be your best price if we increased our order quantity?",yes
1715,"Reminder: Return borrowed equipment to IT department",no
1716,"Need to know approximate cost for budgeting purposes",yes
1717,"Lost and found: Car keys with blue keychain",no
1718,"Can you give me a rough idea of pricing for these components?",yes
1719,"Please clean your dishes - kitchen situation getting out of hand",no
1720,"Formal request for detailed quotation - Project Horizon",yes
1721,"FWD: Interesting webinar opportunity next week",no
1722,"Just need a ballpark figure for these specifications",yes
1723,"Reminder: Complete your health insurance enrollment by Friday",no
1724,"What kind of cost are we looking at for this implementation?",yes
1725,"New coffee selection in break room - please vote for your favorite",no
1726,"Need pricing info for potential order - customer asking",yes
1727,"Anyone have a spare phone charger I can borrow today?",no
1728,"Could you help me understand the financial commitment here?",yes
1729,"FYI - Updated parking permit procedures effective next month",no
1730,"Just trying to get some numbers together for my boss",yes
1731,"Reminder: Department photo scheduled for tomorrow at 2pm",no
1732,"Need to know what kind of investment we're looking at",yes
1733,"Free pizza in conference room A - help yourself!",no
1734,"Can you provide a cost breakdown for the different options?",yes
1735,"Building security: New visitor check-in process starts Monday",no
1736,"What would it cost to get this done by end of month?",yes
1737,"Anyone interested in after-work happy hour this Thursday?",no
1738,"Need rough estimate for these components - planning phase",yes
1739,"Reminder: Submit receipts for expense reimbursement by Friday",no
1740,"Just wondering what the price point would be for this quantity",yes
1741,"FYI - New recycling guidelines posted in break rooms",no
1742,"Could you send over pricing details when you get a chance?",yes
1743,"Office furniture rearrangement scheduled for this weekend",no
1744,"Need to understand cost implications before proceeding further",yes
1745,"Anyone have recommendations for team building activities?",no
1746,"What's the ballpark figure for implementing this solution?",yes
1747,"Reminder: Change your network password this week",no
1748,"Just need some rough numbers for planning purposes",yes
1749,"Lost and found: Reading glasses in main conference room",no
1750,"Formal RFQ: Detailed pricing needed for capital expenditure",yes
1751,"Please remember to lock your computer when away from desk",no
1752,"Can you give me an idea of what this might cost us?",yes
1753,"FYI - Printer maintenance scheduled for tomorrow morning",no
1754,"Need pricing options for different service packages",yes
1755,"Anyone interested in contributing to retirement gift for Susan?",no
1756,"What would the financial picture look like for this project?",yes
1757,"Reminder: Clean out your items from refrigerator today",no
1758,"Just trying to get a sense of the investment required",yes
1759,"Building maintenance: Lighting upgrades this weekend",no
1760,"Need approximate costs for these specifications by Thursday",yes
1761,"Free health screenings next week - sign up at HR",no
1762,"Could you provide a rough estimate for these components?",yes
1763,"FWD: Important information about parking garage construction",no
1764,"What kind of price range are we looking at for this order?",yes
1765,"Reminder: Team lunch reservation tomorrow at 12:30pm",no
1766,"Need to understand financial commitment before proceeding",yes
1767,"Office supplies: New ordering procedure effective next month",no
1768,"Just wondering what these parts would cost in that quantity",yes
1769,"Building security: Updated access procedures after hours",no
1770,"Can you help me understand the pricing structure?",yes
1771,"Anyone have a stapler I can borrow? Mine just broke.",no
1772,"Need formal quotation for board presentation next week",yes
1773,"FYI - Updated emergency evacuation procedures posted",no
1774,"What would it cost to implement the solution we discussed?",yes
1775,"Reminder: Submit your self-assessment by Friday",no
1776,"Just need a rough idea of what these might cost us",yes
1777,"Lost and found: Water bottle left in conference room B",no
1778,"Need pricing information for potential order - customer asking",yes
1779,"Please remember to turn off projectors after meetings",no
1780,"Could you give me an estimate for these specifications?",yes
1781,"Office event: Company picnic details and RSVP information",no
1782,"What kind of investment are we looking at for this project?",yes
1783,"FYI - Updated holiday schedule for upcoming year",no
1784,"Need to understand pricing options before client meeting",yes
1785,"Anyone interested in volunteering for community service day?",no
1786,"Just wondering what the financial picture might look like",yes
1787,"Building maintenance: Window cleaning scheduled for Friday",no
1788,"Could you provide some rough numbers for planning purposes?",yes
1789,"Reminder: Department photo rescheduled for Thursday at 2pm",no
1790,"Need pricing details for potential upgrade - exploring options",yes
1791,"Free donuts in break room - courtesy of marketing team",no
1792,"What would be your best price for this quantity?",yes
1793,"FWD: Interesting article about industry innovations",no
1794,"Just need a ballpark figure to take to my manager",yes
1795,"Office closure: Labor Day weekend schedule",no
1796,"Need to know approximate cost for these requirements",yes
1797,"Anyone have recommendations for client gift ideas?",no
1798,"Can you help me understand the pricing structure?",yes
1799,"Reminder: Submit your vacation requests for holiday season",no
1800,"What kind of numbers are we looking at for this implementation?",yes
1801,"FYI - New vending machine options in break room",no
1802,"Need rough estimate for budget planning meeting",yes
1803,"Please remember to lock conference rooms after use",no
1804,"Just trying to get a sense of what this might cost us",yes
1805,"Office event: Holiday party details and RSVP information",no
1806,"Could you provide pricing information for the options discussed?",yes
1807,"Reminder: Update your emergency contact information",no
1808,"Need to understand financial implications before proceeding",yes
1809,"Anyone interested in lunch order from new Thai place?",no
1810,"What would the cost be for expedited delivery option?",yes
1811,"FYI - Updated parking permit procedures attached",no
1812,"Just need some rough pricing for planning purposes",yes
1813,"Building access: Weekend work requires security notification",no
1814,"Need formal quotation for client proposal - deadline Friday",yes
1815,"Free coffee and donuts in lobby - client appreciation day",no
1816,"Can you give me a ballpark figure for these components?",yes
1817,"Reminder: Complete mandatory security awareness training",no
1818,"What kind of investment would this implementation require?",yes
1819,"Lost and found: Umbrella left in main lobby yesterday",no
1820,"Need pricing options for different service levels",yes
1821,"FWD: Interesting customer success story you might appreciate",no
1822,"Just wondering what the damage might be for this order",yes
1823,"Office supplies: New ordering procedure effective next month",no
1824,"Could you provide some cost estimates when you get a chance?",yes
1825,"Anyone have a spare phone charger I can borrow for meeting?",no
1826,"Need to know approximate pricing for budget planning",yes
1827,"Reminder: Department lunch scheduled for tomorrow",no
1828,"What would the numbers look like for this project scope?",yes
1829,"FYI - New coffee selection in break room - please vote",no
1830,"Just need a rough idea of costs for my presentation",yes
1831,"Building maintenance: Elevator testing this weekend",no
1832,"Need pricing details for potential client opportunity",yes
1833,"Please clean up after yourself in kitchen and break areas",no
1834,"Can you help me understand what this solution might cost?",yes
1835,"Reminder: Submit your timesheet before end of day",no
1836,"What kind of price point are we looking at here?",yes
1837,"FWD: Important industry regulation update",no
1838,"Need rough estimate for these specifications by tomorrow",yes
1839,"Office move: Updated timeline and packing instructions",no
1840,"Just trying to get a sense of the financial commitment",yes
1841,"Anyone interested in fantasy football league this season?",no
1842,"Could you provide a cost breakdown for the different packages?",yes
1843,"Reminder: Clean out refrigerator items before weekend",no
1844,"Need formal quotation for capital expenditure approval",yes
1845,"Building security: New visitor check-in process starts Monday",no
1846,"What would it cost to get this implemented by year-end?",yes
1847,"FYI - Updated emergency contact procedures",no
1848,"Just need some ballpark figures for planning meeting",yes
1849,"Lost and found: Glasses case found in conference room B",no
1850,"Need to understand pricing structure before next steps",yes
1851,"Anyone have recommendations for team lunch options?",no
1852,"Can you give me an idea of what these might run us?",yes
1853,"Reminder: Department photo scheduled for tomorrow at 10am",no
1854,"What kind of investment are we looking at for this upgrade?",yes
1855,"FWD: Interesting webinar opportunity next week",no
1856,"Need pricing information for potential order - customer inquiry",yes
1857,"Office supplies: New ordering procedure effective next month",no
1858,"Just wondering what the cost might be for rush delivery",yes
1859,"Building maintenance: Plumbing work scheduled for weekend",no
1860,"Could you provide some rough numbers for these specifications?",yes
1861,"Reminder: Submit health insurance enrollment forms by Friday",no
1862,"Need to know approximate cost for these components",yes
1863,"Free pizza in break room - leftovers from client meeting",no
1864,"What would the financial picture look like for this project?",yes
1865,"FYI - New recycling guidelines posted in break rooms",no
1866,"Just need a ballpark figure for budget planning purposes",yes
1867,"Anyone have a spare notebook I can borrow for meeting?",no
1868,"Need pricing details for the options we discussed yesterday",yes
1869,"Office event: Holiday party details and RSVP information",no
1870,"Can you help me understand what this implementation might cost?",yes
1871,"Reminder: Return borrowed equipment to IT department",no
1872,"What kind of numbers are we looking at for this order?",yes
1873,"Building access: Card readers being upgraded this weekend",no
1874,"Need rough estimate for these requirements - planning phase",yes
1875,"Please remember to clean up conference rooms after meetings",no
1876,"Just trying to get a sense of what this might cost us",yes
1877,"FWD: Important industry certification information",no
1878,"Could you provide pricing options for the different tiers?",yes
1879,"Reminder: Complete your self-assessment by Friday",no
1880,"Need to understand financial implications before proceeding",yes
1881,"Lost and found: Water bottle left in main conference room",no
1882,"What would be your best price for this quantity?",yes
1883,"Office closure: Thanksgiving holiday schedule",no
1884,"Just need some rough numbers for my presentation tomorrow",yes
1885,"FYI - Updated visitor parking information",no
1886,"Can you give me a ballpark figure for these components?",yes
1887,"Reminder: Team building event this Friday afternoon",no
1888,"Need pricing details for potential client proposal",yes
1889,"Anyone interested in secret Santa gift exchange?",no
1890,"What kind of cost structure are we looking at?",yes
1891,"Building maintenance: Heating system testing this weekend",no
1892,"Could you provide an estimate for these specifications?",yes
1893,"Free bagels in break room - courtesy of HR team",no
1894,"Need to understand pricing options before moving forward",yes
1895,"Reminder: Update your contact information in directory",no
1896,"Just wondering what the investment might be for this project",yes
1897,"FWD: Interesting case study you might find useful",no
1898,"What would it cost to implement this solution by Q1?",yes
1899,"Office event: Year-end celebration details and RSVP",no
1900,"Need rough pricing for budget planning purposes",yes
1901,"Please remember to submit expense reports by month-end",no
1902,"Can you help me understand the financial commitment here?",yes
1903,"Building security: Holiday schedule for access control",no
1904,"Just trying to get a handle on what this might cost",yes
1905,"Anyone have recommendations for client appreciation gifts?",no
1906,"Need formal quotation for capital expenditure committee",yes
1907,"Reminder: Complete required compliance training by Friday",no
1908,"What kind of price point would we be looking at?",yes
1909,"FYI - Updated emergency procedures posted on intranet",no
1910,"Could you provide some ballpark figures for planning?",yes
1911,"Office closure: Christmas and New Year schedule",no
1912,"Need to know approximate cost for these specifications",yes
1913,"Lost and found: Scarf left in conference room A",no
1914,"Just wondering what the numbers might look like",yes
1915,"Reminder: Department holiday lunch next Thursday",no
1916,"What would the investment be for implementing this solution?",yes
1917,"Building maintenance: Snow removal procedures for winter",no
1918,"Need pricing information for budget planning meeting",yes
1919,"Anyone interested in company ski trip in February?",no
1920,"Can you give me a rough estimate for these components?",yes
1921,"FYI - New printer installation in marketing department",no
1922,"Just need to understand potential costs before proceeding",yes
1923,"Reminder: Submit your timesheet before holiday break",no
1924,"What kind of pricing structure would apply to this order?",yes
1925,"Office supplies: Year-end inventory and ordering freeze",no
1926,"Need pricing breakdown for Henderson project components ASAP",yes
1927,"Reminder: Team building event this Friday - bring comfortable shoes",no
1928,"Just wondering what kind of hit our budget would take for these upgrades",yes
1929,"FYI - Parking validation system will be down tomorrow morning",no
1930,"Could you ballpark what it would cost to add those features we discussed?",yes
1931,"Anyone interested in contributing to Maria's retirement gift?",no
1932,"Need rough numbers for the CFO meeting tomorrow - nothing fancy",yes
1933,"Heads up - building fire alarm test scheduled for Wednesday at 10am",no
1934,"What's your best price on those industrial sensors we saw at the trade show?",yes
1935,"Please remember to submit your timesheet before leaving today",no
1936,"Just need a quick price check on replacement parts for Unit B",yes
1937,"Free leftover sandwiches in kitchen from client meeting",no
1938,"Formal quotation request: Project Evergreen components (ref #EG-2023-78)",yes
1939,"Has anyone seen my blue water bottle? Left it somewhere yesterday.",no
1940,"Can you give me an idea what implementing this solution might run us?",yes
1941,"Office closure notification: Presidents' Day weekend schedule",no
1942,"Need to understand cost implications before presenting to management",yes
1943,"Reminder: Please clean microwave after use - getting complaints",no
1944,"What would the damage be if we went with the premium package?",yes
1945,"Anyone have a spare iPhone charger I can borrow for the afternoon?",no
1946,"RFQ: Formal pricing needed for capital expenditure approval",yes
1947,"FYI - New coffee machine instructions posted in break room",no
1948,"Just trying to get a sense of what these components might cost",yes
1949,"Building maintenance: Water shutdown scheduled for Saturday",no
1950,"Need pricing options for both standard and rush delivery",yes
1951,"Happy hour this Thursday at Riverside Grill - all welcome!",no
1952,"Could you send over some rough numbers for budgeting purposes?",yes
1953,"Reminder: Update your direct deposit information by Friday",no
1954,"What kind of investment are we looking at for this equipment?",yes
1955,"Lost and found: Black umbrella in conference room C",no
1956,"Need cost estimate for client proposal due next week",yes
1957,"Please remember to lock doors when leaving after hours",no
1958,"Just wondering what the price point would be for this quantity",yes
1959,"FYI - Updated holiday schedule posted on intranet",no
1960,"Can you help me understand the financial commitment here?",yes
1961,"Office supplies inventory - please submit your requirements",no
1962,"Need ballpark figure for these specs by end of day if possible",yes
1963,"Anyone interested in joining the company softball team?",no
1964,"What would it cost to expedite delivery on this order?",yes
1965,"Reminder: Mandatory safety training this Wednesday at 2pm",no
1966,"Just need some rough pricing to take to my committee",yes
1967,"Building access: Card readers being upgraded this weekend",no
1968,"Formal request for detailed quotation - Project Falcon",yes
1969,"Free donuts in break room - courtesy of sales team",no
1970,"Could you provide cost estimates for the different options?",yes
1971,"FWD: Interesting article about industry trends",no
1972,"Need to know approximate cost for these components by Thursday",yes
1973,"Please welcome our new team member, Alex Johnson!",no
1974,"What would the numbers look like if we doubled our order?",yes
1975,"Reminder: Clean up after yourself in the kitchen area",no
1976,"Just trying to get a handle on potential costs for this project",yes
1977,"Office temperature issues - facilities team is investigating",no
1978,"Need pricing info ASAP for budget approval meeting",yes
1979,"Anyone have recommendations for lunch spots near new office?",no
1980,"Can you give me a rough estimate for planning purposes?",yes
1981,"FYI - Elevator maintenance scheduled for this weekend",no
1982,"What's the price tag on implementing that solution we discussed?",yes
1983,"Team photo scheduled for next Wednesday - wear company shirts",no
1984,"Need to understand financial implications of switching to your service",yes
1985,"Has anyone seen the first aid kit from conference room C?",no
1986,"Just need some ballpark figures to take to my manager",yes
1987,"Reminder: Submit your vacation requests for summer",no
1988,"Could you help me understand what this might cost us?",yes
1989,"FYI - New security badges will be issued next month",no
1990,"Need pricing options for different service level tiers",yes
1991,"Anyone interested in carpooling from the west side?",no
1992,"What would the numbers look like if we went with the premium option?",yes
1993,"Reminder: Quarterly town hall meeting this Friday",no
1994,"Just trying to get a sense of what this implementation might run us",yes
1995,"Building management: Fire alarm testing scheduled for Wednesday",no
1996,"Need rough pricing for budget planning purposes - nothing formal yet",yes
1997,"Free flu shots available next Tuesday in conference room C",no
1998,"Can you provide cost estimate for the specs we sent over?",yes
1999,"Please remember to log your customer interactions in CRM",no
2000,"Just wondering what kind of investment we're looking at here",yes




